id,type,identifier,label,classification,linked_to,joint_committees_labs,altlabel_en,preflabel_en,temporal_id,temporal_end_date,temporal_start_date
org/PECH,Organization,PECH,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,,,
org/48,Organization,48,C11,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Health, Consumer Protection","Committee on the Environment, Public Health and Consumer Protection",time-period/19870121-19890724,1989-07-24,1987-01-21
org/5082,Organization,5082,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development,Committee on Development,time-period/20190702-20220119,2022-01-19,2019-07-02
org/2862,Organization,2862,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs,time-period/20090714-20120118,2012-01-18,2009-07-14
org/6493,Organization,6493,CJ47,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6360,LIBE,Joint EMPL - LIBE,Joint committee procedure - EMPL and LIBE,time-period/20240110-20240715,2024-07-15,2024-01-10
org/6493,Organization,6493,CJ47,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6356,EMPL,Joint EMPL - LIBE,Joint committee procedure - EMPL and LIBE,time-period/20240110-20240715,2024-07-15,2024-01-10
org/6960,Organization,6960,CJ05,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6580,TRAN,Joint ITRE - TRAN,Joint committee procedure - ITRE and TRAN,time-period/20240716,,2024-07-16
org/6960,Organization,6960,CJ05,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6576,ITRE,Joint ITRE - TRAN,Joint committee procedure - ITRE and TRAN,time-period/20240716,,2024-07-16
org/3953,Organization,3953,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health and Food Safety","Committee on the Environment, Public Health and Food Safety",time-period/20140701-20170118,2017-01-18,2014-07-01
org/5570,Organization,5570,CJ35,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5098,AFCO,Joint AFCO - PETI,Joint committee procedure - AFCO and PETI,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5570,Organization,5570,CJ35,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5100,PETI,Joint AFCO - PETI,Joint committee procedure - AFCO and PETI,time-period/20190702-20220119,2022-01-19,2019-07-02
org/49,Organization,49,C12,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Youth, Culture, Education, Information et sport","Committee on Youth, Culture, Education, Information and Sport",time-period/19870121-19890724,1989-07-24,1987-01-21
org/4852,Organization,4852,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3951,ECON,Joint ECON - IMCO,Procedure with joint meetings - ECON and IMCO,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4852,Organization,4852,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3955,IMCO,Joint ECON - IMCO,Procedure with joint meetings - ECON and IMCO,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4926,Organization,4926,TAX2,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Tax Rulings and Other Measures Similar in Nature or Effect (TAXE 2),Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect (TAXE 2),time-period/20151202-20160802,2016-08-02,2015-12-02
org/133,Organization,133,REGL,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Rules of Procedure,"Committee on the Rules of Procedure, the Verification of Credentials and Immunities",time-period/19970116-19990719,1999-07-19,1997-01-16
org/2860,Organization,2860,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/20090714-20120118,2012-01-18,2009-07-14
org/6182,Organization,6182,INGE,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Foreign Interference in all Democratic Processes in the European Union, including Disinformation","Special Committee on Foreign Interference in all Democratic Processes in the European Union, including Disinformation",time-period/20200914-20220323,2022-03-23,2020-09-14
org/6376,Organization,6376,CJ05,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6359,ITRE,Joint ITRE - TRAN,Joint committee procedure - ITRE and TRAN,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6376,Organization,6376,CJ05,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6361,TRAN,Joint ITRE - TRAN,Joint committee procedure - ITRE and TRAN,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6358,Organization,6358,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health and Food Safety","Committee on the Environment, Public Health and Food Safety",time-period/20220120-20240715,2024-07-15,2022-01-20
org/3757,Organization,3757,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20120119-20140630,2014-06-30,2012-01-19
org/2429,Organization,2429,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20070115-20070130,2007-01-30,2007-01-15
org/2865,Organization,2865,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health and Food Safety","Committee on the Environment, Public Health and Food Safety",time-period/20090714-20120118,2012-01-18,2009-07-14
org/6381,Organization,6381,CJ10,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6358,ENVI,Joint ENVI - ITRE,Joint committee procedure - ENVI and ITRE,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6381,Organization,6381,CJ10,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6359,ITRE,Joint ENVI - ITRE,Joint committee procedure - ENVI and ITRE,time-period/20220120-20240715,2024-07-15,2022-01-20
org/2359,Organization,2359,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20070131-20090713,2009-07-13,2007-01-31
org/4970,Organization,4970,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4996,Organization,4996,CJ13,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4960,BUDG,Joint BUDG - CONT,Procedure with joint meetings - BUDG and CONT,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4996,Organization,4996,CJ13,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4961,CONT,Joint BUDG - CONT,Procedure with joint meetings - BUDG and CONT,time-period/20170119-20190701,2019-07-01,2017-01-19
org/TAX2,Organization,TAX2,TAX2,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Tax Rulings and Other Measures Similar in Nature or Effect (TAXE 2),Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect (TAXE 2),,,
org/3951,Organization,3951,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs,time-period/20140701-20170118,2017-01-18,2014-07-01
org/3781,Organization,3781,CRIM,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Organised Crime, Corruption and Money Laundering","Special Committee on Organised Crime, Corruption and Money Laundering",time-period/20120328-20131023,2013-10-23,2012-03-28
org/974,Organization,974,CULT,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Culture, Youth, Education, Media, Sport","Committee on Culture, Youth, Education, the Media and Sport",time-period/19990720-20020114,2002-01-14,1999-07-20
org/4983,Organization,4983,CJ16,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4960,BUDG,Joint BUDG – ECON,Procedure with joint meetings - BUDG and ECON,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4983,Organization,4983,CJ16,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4962,ECON,Joint BUDG – ECON,Procedure with joint meetings - BUDG and ECON,time-period/20170119-20190701,2019-07-01,2017-01-19
org/JEUN,Organization,JEUN,JEUN,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Culture, Youth, Education and the Media","Committee on Culture, Youth, Education and the Media",,,
org/TAX3,Organization,TAX3,TAX3,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Financial crimes, tax evasion and tax avoidance","Special committee on financial crimes, tax evasion and tax avoidance",,,
org/6178,Organization,6178,BECA,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Beating Cancer,Special Committee on Beating Cancer,time-period/20200914-20220323,2022-03-23,2020-09-14
org/3827,Organization,3827,CJ09,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3760,LIBE,Joint CONT - LIBE,Procedure with joint meetings - CONT and LIBE,time-period/20130516-20140630,2014-06-30,2013-05-16
org/3827,Organization,3827,CJ09,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3748,CONT,Joint CONT - LIBE,Procedure with joint meetings - CONT and LIBE,time-period/20130516-20140630,2014-06-30,2013-05-16
org/6384,Organization,6384,CJ13,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6353,BUDG,Joint BUDG - CONT,Joint committee procedure - BUDG and CONT,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6384,Organization,6384,CJ13,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6354,CONT,Joint BUDG - CONT,Joint committee procedure - BUDG and CONT,time-period/20220120-20240715,2024-07-15,2022-01-20
org/DEVE,Organization,DEVE,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development and Cooperation,Committee on Development and Cooperation,,,
org/6366,Organization,6366,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs,time-period/20220120-20240715,2024-07-15,2022-01-20
org/2880,Organization,2880,SEDE,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Security and Defence,Subcommittee on Security and Defence,time-period/20090714-20120118,2012-01-18,2009-07-14
org/53,Organization,53,C16,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Rules of Procedure,"Committee on the Rules of Procedure, the Verification of Credencials and Immunities",time-period/19870121-19890724,1989-07-24,1987-01-21
org/6415,Organization,6415,COVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,COVID-19 pandemic: lessons learned and recommendations for the future,Special Committee on the COVID-19 pandemic: lessons learned and recommendations for the future,time-period/20220324-20230718,2023-07-18,2022-03-24
org/99,Organization,99,ASOC,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Social Affairs and Employment,Committee on Social Affairs and Employment,time-period/19940721-19970115,1997-01-15,1994-07-21
org/65,Organization,65,C10,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Transports,Committee on Transports,time-period/19840726-19870120,1987-01-20,1984-07-26
org/45,Organization,45,C08,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Social Affairs and Employment,Committee on Social Affairs and Employment,time-period/19870121-19890724,1989-07-24,1987-01-21
org/50,Organization,50,C13,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development and Cooperation,Committee on Development and Cooperation,time-period/19870121-19890724,1989-07-24,1987-01-21
org/51,Organization,51,C14,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgetary Control,Committee on Budgetary Control,time-period/19870121-19890724,1989-07-24,1987-01-21
org/54,Organization,54,C17,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Women's Rights,Committee on Women's Rights,time-period/19870121-19890724,1989-07-24,1987-01-21
org/CJ03,Organization,CJ03,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint JURI - LIBE,Joint committee procedure - JURI and LIBE,,,
org/TAXE,Organization,TAXE,TAXE,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Tax Rulings and Other Measures Similar in Nature or Effect,Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect,,,
org/44,Organization,44,C07,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Legal Affairs and Citizens' Rights,Committee on Legal Affairs and Citizens' Rights,time-period/19870121-19890724,1989-07-24,1987-01-21
org/8,Organization,8,RELA,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,External Economic Relations,Committee on External Economic Relations,time-period/19890726-19920114,1992-01-14,1989-07-26
org/46,Organization,46,C09,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Regional Policy and Regional Planning,Committee on Regional Policy and Regional Planning,time-period/19870121-19890724,1989-07-24,1987-01-21
org/CJ02,Organization,CJ02,CJ02,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint JURI - FEMM,Joint committee procedure - JURI and FEMM,,,
org/52,Organization,52,C15,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Institutional Affairs,Committee on Institutional Affairs,time-period/19870121-19890724,1989-07-24,1987-01-21
org/CJ04,Organization,CJ04,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ECON - IMCO,Joint committee procedure - ECON and IMCO,,,
org/56,Organization,56,C01,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Political Affairs,Political Affairs Committee,time-period/19840726-19870120,1987-01-20,1984-07-26
org/1,Organization,1,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs and Industrial Policy,time-period/19890726-19920114,1992-01-14,1989-07-26
org/58,Organization,58,C03,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/19840726-19870120,1987-01-20,1984-07-26
org/57,Organization,57,C02,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Committee on Agriculture, Fisheries and Food","Committee on Agriculture, Fisheries and Food",time-period/19840726-19870120,1987-01-20,1984-07-26
org/59,Organization,59,C04,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs and Industrial Policy,time-period/19840726-19870120,1987-01-20,1984-07-26
org/CJ06,Organization,CJ06,CJ06,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint IMCO - TRAN,Joint committee procedure - IMCO and TRAN,,,
org/CJ08,Organization,CJ08,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint JURI - LIBE - AFCO,Joint committee procedure - JURI - LIBE - AFCO,,,
org/CJ09,Organization,CJ09,CJ09,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint CONT - LIBE,Joint committee procedure - CONT and LIBE,,,
org/2367,Organization,2367,DROI,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Human Rights,Subcommittee on Human Rights,time-period/20070131-20090713,2009-07-13,2007-01-31
org/CJ05,Organization,CJ05,CJ05,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ITRE - TRAN,Joint committee procedure - ITRE and TRAN,,,
org/CJ07,Organization,CJ07,CJ07,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint DEVE - FEMM,Joint committee procedure - DEVE and FEMM,,,
org/6389,Organization,6389,CJ18,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6359,ITRE,Joint ITRE - IMCO,Joint committee procedure - ITRE and IMCO,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6389,Organization,6389,CJ18,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6367,IMCO,Joint ITRE - IMCO,Joint committee procedure - ITRE and IMCO,time-period/20220120-20240715,2024-07-15,2022-01-20
org/CJ01,Organization,CJ01,CJ01,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint LIBE - FEMM,Joint committee procedure - LIBE and FEMM,,,
org/1236,Organization,1236,CONT,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgetary Control,Committee on Budgetary Control,time-period/20040720-20070114,2007-01-14,2004-07-20
org/104,Organization,104,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development and Cooperation,Committee on Development and Cooperation,time-period/19940721-19970115,1997-01-15,1994-07-21
org/5537,Organization,5537,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5096,JURI,Joint JURI - LIBE,Joint committee procedure - JURI and LIBE,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5537,Organization,5537,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5097,LIBE,Joint JURI - LIBE,Joint committee procedure - JURI and LIBE,time-period/20190702-20220119,2022-01-19,2019-07-02
org/6436,Organization,6436,CJ41,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6352,INTA,Joint AFET - INTA - AFCO,Joint committee procedure - AFET - INTA - AFCO,time-period/20220630-20240715,2024-07-15,2022-06-30
org/6436,Organization,6436,CJ41,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6365,AFET,Joint AFET - INTA - AFCO,Joint committee procedure - AFET - INTA - AFCO,time-period/20220630-20240715,2024-07-15,2022-06-30
org/6436,Organization,6436,CJ41,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6362,AFCO,Joint AFET - INTA - AFCO,Joint committee procedure - AFET - INTA - AFCO,time-period/20220630-20240715,2024-07-15,2022-06-30
org/6563,Organization,6563,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development,Committee on Development,time-period/20240716,,2024-07-16
org/3522,Organization,3522,CRIS,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Financial, Economic and Social Crisis","Special Committee on the Financial, Economic and Social Crisis",time-period/20091007-20110731,2011-07-31,2009-10-07
org/67,Organization,67,C12,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Youth, Culture, Education, Information and sport","Committee on Youth, Culture, Education, Information and Sport",time-period/19840726-19870120,1987-01-20,1984-07-26
org/66,Organization,66,C11,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Health, Consumer Protection","Committee on the Environment, Public Health and Consumer Protection",time-period/19840726-19870120,1987-01-20,1984-07-26
org/5541,Organization,5541,CJ07,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5099,FEMM,Joint DEVE - FEMM,Joint committee procedure - DEVE and FEMM,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5541,Organization,5541,CJ07,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5082,DEVE,Joint DEVE - FEMM,Joint committee procedure - DEVE and FEMM,time-period/20190702-20220119,2022-01-19,2019-07-02
org/69,Organization,69,C14,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgetary Control,Committee on Budgetary Control,time-period/19840726-19870120,1987-01-20,1984-07-26
org/68,Organization,68,C13,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development and Cooperation,Committee on Development and Cooperation,time-period/19840726-19870120,1987-01-20,1984-07-26
org/4973,Organization,4973,LIBE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Civil Liberties, Justice and Home Affairs","Committee on Civil Liberties, Justice and Home Affairs",time-period/20170119-20190701,2019-07-01,2017-01-19
org/2869,Organization,2869,REGI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Regional Development,Committee on Regional Development,time-period/20090714-20120118,2012-01-18,2009-07-14
org/4975,Organization,4975,FEMM,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Women's Rights and Gender Equality,Committee on Women's Rights and Gender Equality,time-period/20170119-20190701,2019-07-01,2017-01-19
org/HOUS,Organization,HOUS,HOUS,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Housing Crisis in the EU,Special committee on the Housing Crisis in the European Union,,,
org/7956,Organization,7956,CJ57,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6580,TRAN,Joint SEDE - TRAN,Joint committee procedure - SEDE and TRAN,time-period/20250430,,2025-04-30
org/7956,Organization,7956,CJ57,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/7911,SEDE,Joint SEDE - TRAN,Joint committee procedure - SEDE and TRAN,time-period/20250430,,2025-04-30
org/5091,Organization,5091,TRAN,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Transport and Tourism,Committee on Transport and Tourism,time-period/20190702-20220119,2022-01-19,2019-07-02
org/COVI,Organization,COVI,COVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,COVID-19 pandemic: lessons learned and recommendations for the future,Special Committee on the COVID-19 pandemic: lessons learned and recommendations for the future,,,
org/6351,Organization,6351,AGRI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Agriculture and Rural Development,Committee on Agriculture and Rural Development,time-period/20220120-20240715,2024-07-15,2022-01-20
org/3762,Organization,3762,FEMM,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Women's Rights and Gender Equality,Committee on Women's Rights and Gender Equality,time-period/20120119-20140630,2014-06-30,2012-01-19
org/5555,Organization,5555,CJ21,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5099,FEMM,Joint EMPL - FEMM,Joint committee procedure - EMPL and FEMM,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5555,Organization,5555,CJ21,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5087,EMPL,Joint EMPL - FEMM,Joint committee procedure - EMPL and FEMM,time-period/20190702-20220119,2022-01-19,2019-07-02
org/1081,Organization,1081,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20020115-20040719,2004-07-19,2002-01-15
org/2870,Organization,2870,AGRI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Agriculture and Rural Development,Committee on Agriculture and Rural Development,time-period/20090714-20120118,2012-01-18,2009-07-14
org/CJ25,Organization,CJ25,CJ25,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AGRI - FEMM,Joint committee procedure - AGRI and FEMM,,,
org/2434,Organization,2434,FEMM,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Women's Rights and Gender Equality,Committee on Women's Rights and Gender Equality,time-period/20070115-20070130,2007-01-30,2007-01-15
org/CJ24,Organization,CJ24,CJ24,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint IMCO - JURI,Joint committee procedure - IMCO and JURI,,,
org/CJ21,Organization,CJ21,CJ21,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint EMPL - FEMM,Joint committee procedure - EMPL and FEMM,,,
org/CJ26,Organization,CJ26,CJ26,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFET - ENVI,Joint committee procedure - AFET and ENVI,,,
org/4856,Organization,4856,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3962,LIBE,Joint JURI - LIBE  - AFCO,Procedure with joint meetings - JURI - LIBE  - AFCO,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4856,Organization,4856,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3963,AFCO,Joint JURI - LIBE  - AFCO,Procedure with joint meetings - JURI - LIBE  - AFCO,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4856,Organization,4856,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3961,JURI,Joint JURI - LIBE  - AFCO,Procedure with joint meetings - JURI - LIBE  - AFCO,time-period/20140701-20170118,2017-01-18,2014-07-01
org/60,Organization,60,C05,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Energy, Research and Technology","Committee on Energy, Research and Technology",time-period/19840726-19870120,1987-01-20,1984-07-26
org/62,Organization,62,C07,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Legal Affairs and Citizens' Rights,Committee on Legal Affairs and Citizens' Rights,time-period/19840726-19870120,1987-01-20,1984-07-26
org/2361,Organization,2361,JURI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Legal Affairs,Committee on Legal Affairs,time-period/20070131-20090713,2009-07-13,2007-01-31
org/AFCO,Organization,AFCO,AFCO,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Constitutional Affairs,Committee on Constitutional Affairs,,,
org/3837,Organization,3837,CJ12,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3760,LIBE,Joint ECON - LIBE,Procedure with joint meetings - ECON and LIBE,time-period/20130912-20140630,2014-06-30,2013-09-12
org/3837,Organization,3837,CJ12,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3749,ECON,Joint ECON - LIBE,Procedure with joint meetings - ECON and LIBE,time-period/20130912-20140630,2014-06-30,2013-09-12
org/6580,Organization,6580,TRAN,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Transport and Tourism,Committee on Transport and Tourism,time-period/20240716,,2024-07-16
org/CJ28,Organization,CJ28,CJ28,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint EMPL - CULT,Joint committee procedure - EMPL and CULT,,,
org/2432,Organization,2432,LIBE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Civil Liberties, Justice and Home Affairs","Committee on Civil Liberties, Justice and Home Affairs",time-period/20070115-20070130,2007-01-30,2007-01-15
org/63,Organization,63,C08,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Social Affairs and Employment,Committee on Social Affairs and Employment,time-period/19840726-19870120,1987-01-20,1984-07-26
org/7,Organization,7,ENER,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Energy, Research and Technology","Committee on Energy, Research and Technology",time-period/19890726-19920114,1992-01-14,1989-07-26
org/4937,Organization,4937,CJ22,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3963,AFCO,Joint JURI - AFCO,Procedure with joint meetings - JURI and AFCO,time-period/20160128-20170118,2017-01-18,2016-01-28
org/4937,Organization,4937,CJ22,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3961,JURI,Joint JURI - AFCO,Procedure with joint meetings - JURI and AFCO,time-period/20160128-20170118,2017-01-18,2016-01-28
org/1245,Organization,1245,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20040720-20070114,2007-01-14,2004-07-20
org/61,Organization,61,C06,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,External Economic Relations,Committee on External Economic Relations,time-period/19840726-19870120,1987-01-20,1984-07-26
org/3957,Organization,3957,REGI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Regional Development,Committee on Regional Development,time-period/20140701-20170118,2017-01-18,2014-07-01
org/CJ20,Organization,CJ20,CJ20,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFET - AFCO,Joint committee procedure - AFET and AFCO,,,
org/CJ22,Organization,CJ22,CJ22,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint JURI - AFCO,Joint committee procedure - JURI and AFCO,,,
org/CJ27,Organization,CJ27,CJ27,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFET - CULT,Joint committee procedure - AFET and CULT,,,
