id,type,identifier,label,classification,linked_to,joint_committees_labs,altlabel_en,preflabel_en,temporal_id,temporal_end_date,temporal_start_date
org/CJ70,Organization,CJ70,CJ70,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint SEDE - AFCO,Joint committee procedure - SEDE and AFCO,,,
org/CLIM,Organization,CLIM,CLIM,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Climate Change,Temporary committee on climate change,,,
org/5054,Organization,5054,CJ34,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4975,FEMM,Joint ECON - FEMM,Joint committee procedure - ECON and FEMM,time-period/20180531-20190701,2019-07-01,2018-05-31
org/5054,Organization,5054,CJ34,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4962,ECON,Joint ECON - FEMM,Joint committee procedure - ECON and FEMM,time-period/20180531-20190701,2019-07-01,2018-05-31
org/6402,Organization,6402,CJ31,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6353,BUDG,Joint AFET - DEVE - BUDG,Joint committee procedure - AFET - DEVE - BUDG,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6402,Organization,6402,CJ31,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6365,AFET,Joint AFET - DEVE - BUDG,Joint committee procedure - AFET - DEVE - BUDG,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6402,Organization,6402,CJ31,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6350,DEVE,Joint AFET - DEVE - BUDG,Joint committee procedure - AFET - DEVE - BUDG,time-period/20220120-20240715,2024-07-15,2022-01-20
org/CJ71,Organization,CJ71,CJ71,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint BUDG - REGI - AGRI,Joint committee procedure - BUDG - REGI - AGRI,,,
org/4978,Organization,4978,SEDE,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Security and Defence,Subcommittee on Security and Defence,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4940,Organization,4940,CJ24,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3961,JURI,Joint IMCO - JURI,Procedure with joint meetings - IMCO and JURI,time-period/20160414-20170118,2017-01-18,2016-04-14
org/4940,Organization,4940,CJ24,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3955,IMCO,Joint IMCO - JURI,Procedure with joint meetings - IMCO and JURI,time-period/20160414-20170118,2017-01-18,2016-04-14
org/6983,Organization,6983,CJ28,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6572,EMPL,Joint EMPL - CULT,Joint committee procedure - EMPL and CULT,time-period/20240716,,2024-07-16
org/6983,Organization,6983,CJ28,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6584,CULT,Joint EMPL - CULT,Joint committee procedure - EMPL and CULT,time-period/20240716,,2024-07-16
org/2419,Organization,2419,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/20070115-20070130,2007-01-30,2007-01-15
org/5540,Organization,5540,CJ06,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5090,IMCO,Joint IMCO - TRAN,Joint committee procedure - IMCO and TRAN,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5540,Organization,5540,CJ06,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5091,TRAN,Joint IMCO - TRAN,Joint committee procedure - IMCO and TRAN,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5055,Organization,5055,CJ35,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4974,AFCO,Joint AFCO - PETI,Joint committee procedure - AFCO and PETI,time-period/20180531-20190701,2019-07-01,2018-05-31
org/5055,Organization,5055,CJ35,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4976,PETI,Joint AFCO - PETI,Joint committee procedure - AFCO and PETI,time-period/20180531-20190701,2019-07-01,2018-05-31
org/3747,Organization,3747,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/20120119-20140630,2014-06-30,2012-01-19
org/5542,Organization,5542,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5098,AFCO,Joint JURI - LIBE - AFCO,Joint committee procedure - JURI - LIBE - AFCO,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5542,Organization,5542,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5096,JURI,Joint JURI - LIBE - AFCO,Joint committee procedure - JURI - LIBE - AFCO,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5542,Organization,5542,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5097,LIBE,Joint JURI - LIBE - AFCO,Joint committee procedure - JURI - LIBE - AFCO,time-period/20190702-20220119,2022-01-19,2019-07-02
org/6981,Organization,6981,CJ26,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6574,ENVI,Joint AFET - ENVI,Joint committee procedure - AFET and ENVI,time-period/20240716-20250202,2025-02-02,2024-07-16
org/6981,Organization,6981,CJ26,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6562,AFET,Joint AFET - ENVI,Joint committee procedure - AFET and ENVI,time-period/20240716-20250202,2025-02-02,2024-07-16
org/27,Organization,27,REGI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Regional Policy, Regional Planning","Committee on Regional Policy, Regional Planning and Relations with Regional and Local Authorities",time-period/19920115-19940718,1994-07-18,1992-01-15
org/126,Organization,126,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Health, Consumer Protection","Committee on the Environment, Public Health and Consumer Protection",time-period/19970116-19990719,1999-07-19,1997-01-16
org/127,Organization,127,CULT,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Culture, Youth, Education and the Media","Committee on Culture, Youth, Education and the Media",time-period/19970116-19990719,1999-07-19,1997-01-16
org/119,Organization,119,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs and Industrial Policy,time-period/19970116-19990719,1999-07-19,1997-01-16
org/6971,Organization,6971,CJ16,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6570,ECON,Joint BUDG - ECON,Joint committee procedure - BUDG and ECON,time-period/20240716,,2024-07-16
org/6971,Organization,6971,CJ16,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6567,BUDG,Joint BUDG - ECON,Joint committee procedure - BUDG and ECON,time-period/20240716,,2024-07-16
org/6475,Organization,6475,CJ46,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6358,ENVI,Joint ENVI - TRAN,Joint committee procedure - ENVI and TRAN,time-period/20231019-20240715,2024-07-15,2023-10-19
org/6475,Organization,6475,CJ46,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6361,TRAN,Joint ENVI - TRAN,Joint committee procedure - ENVI and TRAN,time-period/20231019-20240715,2024-07-15,2023-10-19
org/6985,Organization,6985,CJ30,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6564,INTA,Joint INTA - FEMM,Joint committee procedure - INTA and FEMM,time-period/20240716,,2024-07-16
org/6985,Organization,6985,CJ30,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6588,FEMM,Joint INTA - FEMM,Joint committee procedure - INTA and FEMM,time-period/20240716,,2024-07-16
org/24,Organization,24,RELA,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,External Economic Relations,Committee on External Economic Relations,time-period/19920115-19940718,1994-07-18,1992-01-15
org/16,Organization,16,REGL,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Rules of Procedure,"Committee on the Rules of Procedure, the Verification of Credencials and Immunities",time-period/19890726-19920114,1992-01-14,1989-07-26
org/5101,Organization,5101,DROI,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Human Rights,Subcommittee on Human Rights,time-period/20190702-20220119,2022-01-19,2019-07-02
org/113,Organization,113,TRANSIT,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Inquiry into the Community Transit System,Temporary committee of Inquiry into the Community Transit System,time-period/19951214-19960717,1996-07-17,1995-12-14
org/115,Organization,115,TRANSIT,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Inquiry into the Community Transit System,Temporary committee of inquiry into the Community Transit System,time-period/19960718-19970313,1997-03-13,1996-07-18
org/2426,Organization,2426,TRAN,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Transport and Tourism,Committee on Transport and Tourism,time-period/20070115-20070130,2007-01-30,2007-01-15
org/CRIS,Organization,CRIS,CRIS,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Financial, Economic and Social Crisis","Special Committee on the Financial, Economic and Social Crisis",,,
org/3821,Organization,3821,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3759,JURI,Joint JURI - LIBE  - AFCO,Procedure with joint meetings - JURI - LIBE  - AFCO,time-period/20130131-20140630,2014-06-30,2013-01-31
org/3821,Organization,3821,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3761,AFCO,Joint JURI - LIBE  - AFCO,Procedure with joint meetings - JURI - LIBE  - AFCO,time-period/20130131-20140630,2014-06-30,2013-01-31
org/3821,Organization,3821,CJ08,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3760,LIBE,Joint JURI - LIBE  - AFCO,Procedure with joint meetings - JURI - LIBE  - AFCO,time-period/20130131-20140630,2014-06-30,2013-01-31
org/FIAP,Organization,FIAP,FIAP,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Foot and mouth disease,Temporary committee on foot and mouth disease,,,
org/6976,Organization,6976,CJ21,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6572,EMPL,Joint EMPL - FEMM,Joint committee procedure - EMPL and FEMM,time-period/20240716,,2024-07-16
org/6976,Organization,6976,CJ21,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6588,FEMM,Joint EMPL - FEMM,Joint committee procedure - EMPL and FEMM,time-period/20240716,,2024-07-16
org/CJ47,Organization,CJ47,CJ47,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint EMPL - LIBE,Joint committee procedure - EMPL and LIBE,,,
org/CJ41,Organization,CJ41,CJ41,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFET - INTA - AFCO,Joint committee procedure - AFET - INTA - AFCO,,,
org/CJ46,Organization,CJ46,CJ46,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ENVI - TRAN,Joint committee procedure - ENVI and TRAN,,,
org/6965,Organization,6965,CJ10,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6574,ENVI,Joint ENVI - ITRE,Joint committee procedure - ENVI and ITRE,time-period/20240716-20250202,2025-02-02,2024-07-16
org/6965,Organization,6965,CJ10,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6576,ITRE,Joint ENVI - ITRE,Joint committee procedure - ENVI and ITRE,time-period/20240716-20250202,2025-02-02,2024-07-16
org/CJ43,Organization,CJ43,CJ43,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ENVI - LIBE,Joint committee procedure - ENVI and LIBE,,,
org/121,Organization,121,RELA,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,External Economic Relations,Committee on External Economic Relations,time-period/19970116-19990719,1999-07-19,1997-01-16
org/CJ48,Organization,CJ48,CJ48,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint TRAN - AGRI,Joint committee procedure - TRAN and AGRI,,,
org/6969,Organization,6969,CJ14,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6574,ENVI,Joint ENVI - AGRI,Joint committee procedure - ENVI and AGRI,time-period/20240716-20250202,2025-02-02,2024-07-16
org/6969,Organization,6969,CJ14,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6582,AGRI,Joint ENVI - AGRI,Joint committee procedure - ENVI and AGRI,time-period/20240716-20250202,2025-02-02,2024-07-16
org/5538,Organization,5538,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5090,IMCO,Joint ECON - IMCO,Joint committee procedure - ECON and IMCO,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5538,Organization,5538,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5086,ECON,Joint ECON - IMCO,Joint committee procedure - ECON and IMCO,time-period/20190702-20220119,2022-01-19,2019-07-02
org/CJ40,Organization,CJ40,CJ40,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint IMCO - LIBE,Joint committee procedure - IMCO and LIBE,,,
org/4967,Organization,4967,TRAN,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Transport and Tourism,Committee on Transport and Tourism,time-period/20170119-20190701,2019-07-01,2017-01-19
org/1048,Organization,1048,C11,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development and Cooperation,Committee on Development and Cooperation,time-period/19780314-19790312,1979-03-12,1978-03-14
org/MARE,Organization,MARE,MARE,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Improving safety at sea,Temporary committee on improving safety at sea,,,
org/1047,Organization,1047,C10,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,External Economic Relations,Committee on External Economic Relations,time-period/19780314-19790312,1979-03-12,1978-03-14
org/10,Organization,10,REGI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Regional Policy and Regional Planning,Committee on Regional Policy and Regional Planning,time-period/19890726-19920114,1992-01-14,1989-07-26
org/CJ42,Organization,CJ42,CJ42,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFET - ITRE,Joint committee procedure - AFET and ITRE,,,
org/1082,Organization,1082,RETT,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Regional Policy, Transport, Tourism","Committee on Regional Policy, Transport and Tourism",time-period/20020115-20040719,2004-07-19,2002-01-15
org/CJ44,Organization,CJ44,CJ44,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint BUDG - ITRE,Joint committee procedure - BUDG and ITRE,,,
org/CJ49,Organization,CJ49,CJ49,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint INTA - ITRE,Joint committee procedure - INTA and ITRE,,,
org/1049,Organization,1049,C12,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Rules of Procedure and Petitions,Committee on the Rules of Procedure and Petitions,time-period/19780314-19790312,1979-03-12,1978-03-14
org/6417,Organization,6417,ING2,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Special Committee on foreign interference and disinformation, and on strengthening integrity in the EP","Special Committee on foreign interference in all democratic processes in the European Union, including disinformation, and the strengthening of integrity, transparency and accountability in the European Parliament",time-period/20220324-20230812,2023-08-12,2022-03-24
org/6,Organization,6,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/19890726-19920114,1992-01-14,1989-07-26
org/CJ45,Organization,CJ45,CJ45,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ENVI - IMCO,Joint committee procedure - ENVI and IMCO,,,
org/7922,Organization,7922,CJ10,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6576,ITRE,Joint ENVI - ITRE,Joint committee procedure - ENVI and ITRE,time-period/20250120,,2025-01-20
org/7922,Organization,7922,CJ10,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/7913,ENVI,Joint ENVI - ITRE,Joint committee procedure - ENVI and ITRE,time-period/20250120,,2025-01-20
org/CJ36,Organization,CJ36,CJ36,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ECON - ENVI,Joint committee procedure - ECON and ENVI,,,
org/CRIM,Organization,CRIM,CRIM,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Organised Crime, Corruption and Money Laundering","Special Committee on Organised Crime, Corruption and Money Laundering",,,
org/1039,Organization,1039,C02,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Legal Affairs,Legal Affairs Committee,time-period/19780314-19790312,1979-03-12,1978-03-14
org/CJ30,Organization,CJ30,CJ30,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint INTA - FEMM,Joint committee procedure - INTA and FEMM,,,
org/CJ35,Organization,CJ35,CJ35,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFCO - PETI,Joint committee procedure - AFCO and PETI,,,
org/CJ32,Organization,CJ32,CJ32,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ECON - AFCO,Joint committee procedure - ECON and AFCO,,,
org/CJ37,Organization,CJ37,CJ37,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint DEVE - ENVI,Joint committee procedure - DEVE and ENVI,,,
org/5558,Organization,5558,CJ23,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5095,CULT,Joint ITRE - CULT,Joint committee procedure - ITRE and CULT,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5558,Organization,5558,CJ23,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5089,ITRE,Joint ITRE - CULT,Joint committee procedure - ITRE and CULT,time-period/20190702-20220119,2022-01-19,2019-07-02
org/92,Organization,92,POLI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Foreign Affairs, Security and Defence Policy","Committee on Foreign Affairs, Security and Defence Policy",time-period/19940721-19970115,1997-01-15,1994-07-21
org/CJ39,Organization,CJ39,CJ39,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint EMPL - ENVI,Joint committee procedure - EMPL and ENVI,,,
org/1046,Organization,1046,C09,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Energy and Research,Committee on Energy and Research,time-period/19780314-19790312,1979-03-12,1978-03-14
org/6456,Organization,6456,SANT,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Public Health,Subcommittee on Public Health,time-period/20230214-20240715,2024-07-15,2023-02-14
org/1045,Organization,1045,C08,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Health, Consumer Protection","Committee on the Environment, Public Health and Consumer Protection",time-period/19780314-19790312,1979-03-12,1978-03-14
org/4976,Organization,4976,PETI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Petitions,Committee on Petitions,time-period/20170119-20190701,2019-07-01,2017-01-19
org/3754,Organization,3754,TRAN,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Transport and Tourism,Committee on Transport and Tourism,time-period/20120119-20140630,2014-06-30,2012-01-19
org/3763,Organization,3763,PETI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Petitions,Committee on Petitions,time-period/20120119-20140630,2014-06-30,2012-01-19
org/CJ31,Organization,CJ31,CJ31,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFET - DEVE - BUDG,Joint committee procedure - AFET - DEVE - BUDG,,,
org/AGRI,Organization,AGRI,AGRI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Agriculture and Rural Development,Committee on Agriculture and Rural Development,,,
org/6973,Organization,6973,CJ18,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6579,IMCO,Joint ITRE - IMCO,Joint committee procedure - ITRE and IMCO,time-period/20240716,,2024-07-16
org/6973,Organization,6973,CJ18,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6576,ITRE,Joint ITRE - IMCO,Joint committee procedure - ITRE and IMCO,time-period/20240716,,2024-07-16
org/CJ33,Organization,CJ33,CJ33,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint INTA - IMCO,Joint committee procedure - INTA and IMCO,,,
org/TERR,Organization,TERR,TERR,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Terrorism,Special Committee on Terrorism,,,
org/CJ38,Organization,CJ38,CJ38,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFET - INTA,Joint committee procedure - AFET and INTA,,,
org/1038,Organization,1038,C01,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Political Affairs,Political Affairs Committee,time-period/19780314-19790312,1979-03-12,1978-03-14
org/CJ34,Organization,CJ34,CJ34,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ECON - FEMM,Joint committee procedure - ECON and FEMM,,,
org/2356,Organization,2356,TRAN,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Transport and Tourism,Committee on Transport and Tourism,time-period/20070131-20090713,2009-07-13,2007-01-31
org/CJ69,Organization,CJ69,CJ69,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint AFET - LIBE,Joint committee procedure - AFET and LIBE,,,
org/CJ63,Organization,CJ63,CJ63,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint EMPL - REGI - AGRI,Joint committee procedure - EMPL - REGI - AGRI,,,
org/CJ68,Organization,CJ68,CJ68,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ECON - ENVI - JURI,Joint committee procedure - ECON - ENVI - JURI,,,
org/5100,Organization,5100,PETI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Petitions,Committee on Petitions,time-period/20190702-20220119,2022-01-19,2019-07-02
org/CJ65,Organization,CJ65,CJ65,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint CULT - LIBE,Joint committee procedure - CULT and LIBE,,,
org/2435,Organization,2435,PETI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Petitions,Committee on Petitions,time-period/20070115-20070130,2007-01-30,2007-01-15
org/4942,Organization,4942,PANA,def/ep-entities/COMMITTEE_PARLIAMENTARY_SPECIAL,,,"Money laundering, tax avoidance and tax evasion","Committee of Inquiry to investigate alleged contraventions and maladministration in the application of Union law in relation to money laundering, tax avoidance and tax evasion",time-period/20160623-20171213,2017-12-13,2016-06-23
org/6390,Organization,6390,CJ19,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6365,AFET,Joint AFET - DEVE,Joint committee procedure - AFET and DEVE,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6390,Organization,6390,CJ19,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6350,DEVE,Joint AFET - DEVE,Joint committee procedure - AFET and DEVE,time-period/20220120-20240715,2024-07-15,2022-01-20
org/CJ61,Organization,CJ61,CJ61,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint SEDE - ENVI - ITRE,Joint committee procedure - SEDE - ENVI - ITRE,,,
org/5563,Organization,5563,CJ28,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5095,CULT,Joint EMPL - CULT,Joint committee procedure - EMPL and CULT,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5563,Organization,5563,CJ28,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5087,EMPL,Joint EMPL - CULT,Joint committee procedure - EMPL and CULT,time-period/20190702-20220119,2022-01-19,2019-07-02
org/CJ60,Organization,CJ60,CJ60,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint SEDE - IMCO,Joint committee procedure - SEDE and IMCO,,,
org/CJ62,Organization,CJ62,CJ62,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint EMPL - ENVI - AGRI,Joint committee procedure - EMPL - ENVI - AGRI,,,
org/7915,Organization,7915,HOUS,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Housing Crisis in the EU,Special committee on the Housing Crisis in the European Union,time-period/20250120,,2025-01-20
org/7967,Organization,7967,CJ64,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/7913,ENVI,Joint ENVI - SANT,Joint committee procedure - ENVI and SANT,time-period/20250728,,2025-07-28
org/7967,Organization,7967,CJ64,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/7912,SANT,Joint ENVI - SANT,Joint committee procedure - ENVI and SANT,time-period/20250728,,2025-07-28
org/5,Organization,5,AGRI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Agriculture, Ficheries and Rural Development","Committee on Agriculture, Fisheries and Rural Development",time-period/19890726-19920114,1992-01-14,1989-07-26
org/CJ64,Organization,CJ64,CJ64,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ENVI - SANT,Joint committee procedure - ENVI and SANT,,,
org/CJ66,Organization,CJ66,CJ66,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint REGI - AGRI,Joint committee procedure - REGI and AGRI,,,
org/3650,Organization,3650,SURE,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Policy Challenges Committee,Special committee on the policy challenges and budgetary resources for a sustainable European Union after 2013,time-period/20100616-20110630,2011-06-30,2010-06-16
org/CJ67,Organization,CJ67,CJ67,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint INTA - ENVI,Joint committee procedure - INTA and ENVI,,,
org/1044,Organization,1044,C07,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Committee on Regional Policy, Regional Planning and Transport","Committee on Regional Policy, Regional Planning and Transport",time-period/19780314-19790312,1979-03-12,1978-03-14
org/1043,Organization,1043,C06,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Agriculture,Committee on Agriculture,time-period/19780314-19790312,1979-03-12,1978-03-14
org/3961,Organization,3961,JURI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Legal Affairs,Committee on Legal Affairs,time-period/20140701-20170118,2017-01-18,2014-07-01
org/CJ58,Organization,CJ58,CJ58,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ECON - ENVI - LIBE,Joint committee procedure - ECON - ENVI - LIBE,,,
org/CJ52,Organization,CJ52,CJ52,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint EMPL - IMCO,Joint committee procedure - EMPL and IMCO,,,
org/CJ57,Organization,CJ57,CJ57,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint SEDE - TRAN,Joint committee procedure - SEDE and TRAN,,,
org/CJ54,Organization,CJ54,CJ54,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint EMPL - SANT,Joint committee procedure - EMPL and SANT,,,
org/CJ59,Organization,CJ59,CJ59,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint ENVI - PECH,Joint committee procedure - ENVI and PECH,,,
org/EMPL,Organization,EMPL,EMPL,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Employment and Social Affairs,Committee on Employment and Social Affairs,,,
org/CJ50,Organization,CJ50,CJ50,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,,,Joint TRAN - LIBE,Joint committee procedure - TRAN and LIBE,,,
org/3947,Organization,3947,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development,Committee on Development,time-period/20140701-20170118,2017-01-18,2014-07-01
